rule	support	confidence	lift
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0')	0.284	0.991	1.952
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.284	0.991	1.952
('PCT_5.0', 'P_0.0') ==> ('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)')	0.284	0.991	1.952
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PT_8')	0.284	0.991	1.952
('PCT_5.0', 'P_0.0') ==> ('PT_8', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECT_5.0')	0.284	0.991	1.952
('PCT_5.0', 'P_0.0') ==> ('ECT_5.0', 'PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.991	1.952
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.284	0.991	1.952
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PT_8')	0.284	0.991	1.952
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'ECT_5.0')	0.285	0.992	1.952
('ECT_5.0', 'P_0.0') ==> ('PT_8', 'ECTD_wood frame (5)')	0.285	0.992	1.952
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.285	0.992	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.285	0.992	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0')	0.285	0.992	1.952
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)')	0.285	0.992	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('ECT_5.0', 'P_0.0') ==> ('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('ECT_5.0', 'P_0.0') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PT_8')	0.284	0.991	1.952
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0')	0.284	0.991	1.952
('ECT_5.0', 'P_0.0') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECT_5.0')	0.284	0.991	1.952
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.284	0.991	1.952
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.991	1.952
('P_0.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.284	0.991	1.950
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'PT_8')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0') ==> ('PT_8', 'ECT_5.0')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0') ==> ('PT_8', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'PT_8')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('P_0.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PT_8')	0.284	0.991	1.950
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'PT_8')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PT_8')	0.284	0.991	1.950
('P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)', 'PT_8')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)')	0.284	0.991	1.950
('PCT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)', 'PT_8')	0.284	0.991	1.950
('PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.946
('PCT_5.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.988	1.946
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.508	0.988	1.946
('PTD_otc alterations permit', 'PCT_5.0') ==> ('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.988	1.946
('PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0')	0.508	0.988	1.946
('PCT_5.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.988	1.946
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'ECT_5.0')	0.508	0.988	1.946
('PTD_otc alterations permit', 'PCT_5.0') ==> ('ECT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.988	1.946
('PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.946
('PCT_5.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.988	1.946
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.508	0.988	1.946
('PTD_otc alterations permit', 'PCT_5.0') ==> ('ECT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.988	1.946
('PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.514	1.000	1.946
('PCT_5.0', 'PT_8') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.514	1.000	1.946
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.514	1.000	1.946
('PTD_otc alterations permit', 'PCT_5.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.514	1.000	1.946
('PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.286	1.000	1.946
('PCT_5.0', 'PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.286	1.000	1.946
('PTD_otc alterations permit', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.286	1.000	1.946
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.286	1.000	1.946
('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.508	1.000	1.946
('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.508	1.000	1.946
('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.508	1.000	1.946
('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.508	1.000	1.946
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.228	1.000	1.946
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.228	1.000	1.946
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.228	1.000	1.946
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.228	1.000	1.946
('ECT_5.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.508	1.000	1.946
('PCT_5.0', 'PT_8', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.508	1.000	1.946
('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.508	1.000	1.946
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.508	1.000	1.946
('ECT_5.0', 'PT_8', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.284	1.000	1.946
('PCT_5.0', 'PT_8', 'P_0.0', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.284	1.000	1.946
('PTD_otc alterations permit', 'ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.284	1.000	1.946
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'P_0.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.284	1.000	1.946
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.223	1.000	1.946
('PT_8', 'P_2.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.223	1.000	1.946
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'ECT_5.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.223	1.000	1.946
('PCT_5.0', 'P_2.0', 'ECT_5.0', 'PT_8') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.223	1.000	1.946
('ECT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.508	1.000	1.946
('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.508	1.000	1.946
('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.508	1.000	1.946
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.508	1.000	1.946
('P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.223	1.000	1.946
('PCT_5.0', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.223	1.000	1.946
('PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.223	1.000	1.946
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.223	1.000	1.946
('P_0.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.284	1.000	1.946
('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.284	1.000	1.946
('PTD_otc alterations permit', 'P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.284	1.000	1.946
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.284	1.000	1.946
('ECT_5.0', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.223	1.000	1.946
('PCT_5.0', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.223	1.000	1.946
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.223	1.000	1.946
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.223	1.000	1.946
('PTD_otc alterations permit', 'P_0.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.284	1.000	1.946
('PT_8', 'P_0.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.284	1.000	1.946
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.284	1.000	1.946
('PT_8', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.284	1.000	1.946
('P_2.0', 'PT_8', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.223	0.999	1.944
('PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.223	0.999	1.944
('P_2.0', 'PT_8', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.223	0.999	1.944
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0') ==> ('PCT_5.0', 'PT_8')	0.223	0.999	1.944
('P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0') ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('P_2.0', 'ECT_5.0', 'PT_8') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.223	0.999	1.944
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.223	0.999	1.944
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('P_2.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PT_8') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.223	0.999	1.944
('PCT_5.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.508	0.988	1.944
('PTD_otc alterations permit', 'PCT_5.0') ==> ('PT_8', 'ECT_5.0')	0.508	0.988	1.944
('PCT_5.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.508	0.988	1.944
('PTD_otc alterations permit', 'PCT_5.0') ==> ('PT_8', 'ECTD_wood frame (5)')	0.508	0.988	1.944
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'PT_8')	0.508	0.988	1.944
('PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.508	0.988	1.944
('PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.508	0.988	1.944
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)')	0.508	0.988	1.944
('PCT_5.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.944
('PTD_otc alterations permit', 'PCT_5.0') ==> ('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.508	0.988	1.944
('PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.944
('PTD_otc alterations permit', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.508	0.988	1.944
('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.508	0.988	1.944
('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)')	0.508	0.988	1.944
('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.508	0.988	1.944
('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECT_5.0')	0.508	0.988	1.944
('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.508	0.988	1.944
('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.508	0.988	1.944
('PT_8', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.508	0.999	1.944
('PTD_otc alterations permit', 'ECT_5.0') ==> ('PCT_5.0', 'PT_8')	0.508	0.999	1.944
('PT_8', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.508	0.999	1.944
('PTD_otc alterations permit', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.508	0.999	1.944
('PTD_otc alterations permit', 'ECT_5.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('ECT_5.0', 'PT_8') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PT_8', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PTD_otc alterations permit', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.508	0.999	1.944
('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.508	0.999	1.944
('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PT_8', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PTD_otc alterations permit', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PT_8', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PTD_otc alterations permit', 'ECT_5.0') ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.999	1.944
('PT_8', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.284	0.999	1.944
('PTD_otc alterations permit', 'P_0.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.284	0.999	1.944
('PTD_otc alterations permit', 'ECT_5.0', 'P_0.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.284	0.999	1.944
('ECT_5.0', 'P_0.0', 'PT_8') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.284	0.999	1.944
('PT_8', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.284	0.999	1.944
