rule	support	confidence	lift
('P_0.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.284	0.997	1.939
('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.284	0.997	1.939
('P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8')	0.284	0.997	1.939
('PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.997	1.939
('P_0.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8')	0.284	0.997	1.939
('PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.997	1.939
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PT_8')	0.223	0.980	1.929
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0')	0.223	0.980	1.929
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('PT_8', 'ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.980	1.929
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.980	1.929
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.929
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.980	1.929
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.223	0.980	1.929
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.980	1.929
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.929
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.980	1.929
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.223	0.980	1.929
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('ECT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.980	1.929
('P_0.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.284	0.991	1.928
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.284	0.991	1.928
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('ECT_5.0', 'P_0.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('ECT_5.0', 'P_0.0') ==> ('PCT_5.0', 'PT_8')	0.284	0.991	1.928
('P_0.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8')	0.284	0.991	1.928
('ECT_5.0', 'P_0.0') ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('P_0.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('P_0.0', 'ECTD_wood frame (5)', 'ECT_5.0') ==> ('PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PCT_5.0', 'PT_8')	0.284	0.991	1.928
('ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8')	0.284	0.991	1.928
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8')	0.284	0.991	1.928
('ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0')	0.284	0.991	1.928
('ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('ECT_5.0', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('P_0.0', 'ECTD_wood frame (5)', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8')	0.284	0.991	1.928
('P_0.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('ECT_5.0', 'ECTD_wood frame (5)', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.991	1.928
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.223	0.980	1.927
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECT_5.0')	0.223	0.980	1.927
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.223	0.980	1.927
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('PT_8', 'ECTD_wood frame (5)')	0.223	0.980	1.927
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.223	0.980	1.927
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('PT_8', 'ECT_5.0')	0.223	0.980	1.927
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.223	0.980	1.927
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)')	0.223	0.980	1.927
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'PT_8')	0.223	0.980	1.927
('PCT_5.0', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.223	0.980	1.927
('PCT_5.0', 'P_2.0', 'PT_8') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.927
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0') ==> ('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.223	0.980	1.927
('PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'ECTD_wood frame (5)', 'PT_8')	0.223	0.980	1.927
('P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.927
('PCT_5.0', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.223	0.980	1.927
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)')	0.223	0.980	1.927
('PCT_5.0', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.223	0.980	1.927
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.223	0.980	1.927
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.285	0.904	1.779
('PTD_otc alterations permit', 'P_0.0') ==> ('PT_8', 'ECTD_wood frame (5)')	0.285	0.904	1.779
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.285	0.904	1.779
('PTD_otc alterations permit', 'P_0.0') ==> ('PT_8', 'ECT_5.0')	0.285	0.904	1.779
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)')	0.285	0.904	1.779
('PTD_otc alterations permit', 'P_0.0') ==> ('PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.285	0.904	1.779
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PTD_otc alterations permit', 'P_0.0') ==> ('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PTD_otc alterations permit', 'P_0.0') ==> ('PT_8', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)')	0.284	0.903	1.778
('PTD_otc alterations permit', 'P_0.0') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.284	0.903	1.778
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0')	0.284	0.903	1.778
('PTD_otc alterations permit', 'P_0.0') ==> ('PCT_5.0', 'PT_8', 'ECT_5.0')	0.284	0.903	1.778
('PTD_otc alterations permit', 'P_0.0') ==> ('PT_8', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PTD_otc alterations permit', 'P_0.0') ==> ('ECT_5.0', 'PCT_5.0', 'PT_8', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)')	0.284	0.903	1.778
('PTD_otc alterations permit', 'P_0.0') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'ECT_5.0')	0.284	0.903	1.778
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PTD_otc alterations permit', 'P_0.0') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PTD_otc alterations permit', 'P_0.0') ==> ('PT_8', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('PT_8', 'P_0.0') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	0.903	1.778
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.563	1.000	1.777
('PCT_5.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.563	1.000	1.777
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.563	1.000	1.777
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.563	1.000	1.777
('ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.285	1.000	1.777
('PCT_5.0', 'ECT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.285	1.000	1.777
('P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.285	1.000	1.777
('PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.285	1.000	1.777
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.508	0.902	1.777
('PCT_5.0', 'ECT_5.0') ==> ('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.902	1.777
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PT_8')	0.508	0.902	1.777
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.902	1.777
('PT_8', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.508	1.000	1.777
('PCT_5.0', 'ECT_5.0', 'PT_8') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	1.000	1.777
('PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.508	1.000	1.777
('PCT_5.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.508	1.000	1.777
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)')	0.508	0.902	1.777
('PCT_5.0', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.902	1.777
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0')	0.508	0.902	1.777
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.902	1.777
('PTD_otc alterations permit', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.508	1.000	1.777
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	1.000	1.777
('PTD_otc alterations permit', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.508	1.000	1.777
('PTD_otc alterations permit', 'PCT_5.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.508	1.000	1.777
('P_2.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.276	1.000	1.777
('PCT_5.0', 'P_2.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.276	1.000	1.777
('P_2.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.276	1.000	1.777
('PCT_5.0', 'P_2.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.276	1.000	1.777
('PT_8', 'ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.284	1.000	1.777
('PCT_5.0', 'ECT_5.0', 'P_0.0', 'PT_8') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	1.000	1.777
('PT_8', 'P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.284	1.000	1.777
('PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)', 'PT_8') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.284	1.000	1.777
('P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.223	1.000	1.777
('ECT_5.0', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.223	1.000	1.777
('PCT_5.0', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.223	1.000	1.777
('PCT_5.0', 'P_2.0', 'PT_8', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	1.000	1.777
('PTD_otc alterations permit', 'ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.284	1.000	1.777
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'P_0.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	1.000	1.777
('PTD_otc alterations permit', 'P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.284	1.000	1.777
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.284	1.000	1.777
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECT_5.0')	0.508	0.902	1.777
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)')	0.508	0.902	1.777
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)')	0.508	0.902	1.777
('PCT_5.0', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.902	1.777
('PTD_otc alterations permit', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.508	1.000	1.777
('ECT_5.0', 'PTD_otc alterations permit', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.508	1.000	1.777
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.508	1.000	1.777
('PTD_otc alterations permit', 'PCT_5.0', 'PT_8', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	1.000	1.777
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.223	1.000	1.777
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	1.000	1.777
('PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.223	1.000	1.777
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.223	1.000	1.777
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.223	1.000	1.777
('ECT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PT_8', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.223	1.000	1.777
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.223	1.000	1.777
('PCT_5.0', 'PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	1.000	1.777
('PTD_otc alterations permit', 'PT_8', 'ECT_5.0', 'P_0.0', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.284	1.000	1.777
('PTD_otc alterations permit', 'PCT_5.0', 'ECT_5.0', 'P_0.0', 'PT_8') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.284	1.000	1.777
('PTD_otc alterations permit', 'PT_8', 'P_0.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.284	1.000	1.777
('PTD_otc alterations permit', 'PCT_5.0', 'P_0.0', 'ECTD_wood frame (5)', 'PT_8') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.284	1.000	1.777
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('P_2.0', 'ECT_5.0', 'PT_8') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.223	0.999	1.775
('P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.223	0.999	1.775
('P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('P_2.0', 'PT_8', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('P_2.0', 'PT_8', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0', 'PT_8') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('PTD_otc alterations permit', 'P_2.0', 'PT_8', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.223	0.999	1.775
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.508	0.902	1.775
('PTD_otc alterations permit', 'ECT_5.0') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.508	0.902	1.775
('PTD_otc alterations permit', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('ECT_5.0', 'PCTD_wood frame (5)') ==> ('PT_8', 'ECTD_wood frame (5)')	0.508	0.902	1.775
('ECT_5.0', 'PT_8') ==> ('ECTD_wood frame (5)', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('ECTD_wood frame (5)', 'PCTD_wood frame (5)') ==> ('ECT_5.0', 'PT_8')	0.508	0.902	1.775
('PT_8', 'ECTD_wood frame (5)') ==> ('ECT_5.0', 'PCTD_wood frame (5)')	0.508	0.999	1.775
('PT_8', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.508	0.999	1.775
('PT_8', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.508	0.999	1.775
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('PT_8', 'ECT_5.0')	0.508	0.902	1.775
('PCT_5.0', 'ECT_5.0') ==> ('PT_8', 'ECTD_wood frame (5)')	0.508	0.902	1.775
('PTD_otc alterations permit', 'ECT_5.0') ==> ('PCT_5.0', 'ECTD_wood frame (5)')	0.508	0.999	1.775
('PCT_5.0', 'ECT_5.0') ==> ('PTD_otc alterations permit', 'ECTD_wood frame (5)')	0.508	0.902	1.775
('PTD_otc alterations permit', 'ECTD_wood frame (5)') ==> ('PCT_5.0', 'ECT_5.0')	0.508	0.999	1.775
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'ECT_5.0')	0.508	0.902	1.775
('PCT_5.0', 'ECTD_wood frame (5)') ==> ('PTD_otc alterations permit', 'PT_8', 'ECT_5.0')	0.508	0.902	1.775
